,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
0,0.0,0.2222222222222221,0.625,0.06779661016949151,0.04166666666666667
1,0.006711409395973154,0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667
2,0.013422818791946307,0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667
3,0.020134228187919462,0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667
4,0.026845637583892617,0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667
5,0.03355704697986577,0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125
6,0.04026845637583893,0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333
7,0.04697986577181208,0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667
8,0.053691275167785234,0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667
9,0.06040268456375839,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
10,0.06711409395973154,0.3055555555555556,0.7083333333333333,0.0847457627118644,0.04166666666666667
11,0.07382550335570469,0.13888888888888884,0.5833333333333333,0.1016949152542373,0.04166666666666667
12,0.08053691275167785,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.0
13,0.087248322147651,0.0,0.41666666666666674,0.01694915254237289,0.0
14,0.09395973154362415,0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667
15,0.10067114093959731,0.38888888888888884,1.0,0.0847457627118644,0.125
16,0.10738255033557047,0.3055555555555556,0.7916666666666665,0.05084745762711865,0.125
17,0.11409395973154361,0.2222222222222221,0.625,0.06779661016949151,0.08333333333333333
18,0.12080536912751678,0.38888888888888884,0.7499999999999998,0.11864406779661013,0.08333333333333333
19,0.12751677852348994,0.2222222222222221,0.7499999999999998,0.0847457627118644,0.08333333333333333
20,0.1342281879194631,0.3055555555555556,0.5833333333333333,0.11864406779661013,0.04166666666666667
21,0.14093959731543626,0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125
22,0.1476510067114094,0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667
23,0.15436241610738255,0.2222222222222221,0.5416666666666665,0.11864406779661013,0.16666666666666669
24,0.16107382550335572,0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667
25,0.16778523489932887,0.19444444444444442,0.41666666666666674,0.1016949152542373,0.04166666666666667
26,0.174496644295302,0.19444444444444442,0.5833333333333333,0.1016949152542373,0.125
27,0.18120805369127518,0.25,0.625,0.0847457627118644,0.04166666666666667
28,0.18791946308724833,0.25,0.5833333333333333,0.06779661016949151,0.04166666666666667
29,0.19463087248322147,0.11111111111111116,0.5,0.1016949152542373,0.04166666666666667
30,0.20134228187919465,0.13888888888888884,0.45833333333333326,0.1016949152542373,0.04166666666666667
31,0.2080536912751678,0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125
32,0.21476510067114093,0.25,0.8749999999999998,0.0847457627118644,0.0
33,0.2214765100671141,0.33333333333333326,0.9166666666666667,0.06779661016949151,0.04166666666666667
34,0.22818791946308725,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
35,0.2348993288590604,0.19444444444444442,0.5,0.033898305084745756,0.04166666666666667
36,0.24161073825503357,0.33333333333333326,0.625,0.05084745762711865,0.04166666666666667
37,0.24832214765100674,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
38,0.2550335570469799,0.0277777777777779,0.41666666666666674,0.05084745762711865,0.04166666666666667
39,0.26174496644295303,0.2222222222222221,0.5833333333333333,0.0847457627118644,0.04166666666666667
40,0.2684563758389262,0.19444444444444442,0.625,0.05084745762711865,0.08333333333333333
41,0.2751677852348993,0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333
42,0.28187919463087246,0.0277777777777779,0.5,0.05084745762711865,0.04166666666666667
